row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
9924377,2016,5,Becker,MEDICARE,3,45 - 64 years,M,73,370,REV,Anesthesia,50005,Anesthesia services,110,867,"$1,303.99 ",$17.86 ,$0.00 ,"$1,275.91 ",$17.47 ,$0.00 ,$28.08 ,$0.38 ,$0.00 
9927737,2016,5,Becker,MEDICARE,4,65 - 74 years,F,47,92136,CPT/HCPCS,OPHTHALMIC BIOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,100,564,"$3,712.67 ",$78.99 ,$88.80 ,"$3,331.25 ",$70.87 ,$77.28 ,$381.42 ,$8.11 ,$0.00 
9930089,2016,5,Becker,MEDICARE,4,65 - 74 years,M,52,87077,CPT/HCPCS,CULTURE AEROBIC IDENTIFY,206,"Microscopic examination (e.g., lab, toxicology)",87,618,$748.24 ,$14.38 ,$0.00 ,$634.69 ,$12.20 ,$0.00 ,$113.55 ,$2.18 ,$0.00 
9932705,2016,5,Becker,MEDICARE,5,75 years and older,F,74,85651,CPT/HCPCS,RBC SED RATE NONAUTOMATED,233,Laboratory - Chemistry and hematology,87,885,$354.83 ,$4.79 ,$4.73 ,$350.01 ,$4.72 ,$4.73 ,$4.82 ,$0.06 ,$0.00 
9935177,2016,5,Becker,MEDICARE,5,75 years and older,M,26,82040,CPT/HCPCS,ASSAY OF SERUM ALBUMIN,233,Laboratory - Chemistry and hematology,84,305,"$20,209.09 ",$777.27 ,$1.93 ,"$16,186.19 ",$622.54 ,$1.93 ,"$4,022.90 ",$154.72 ,$0.00 
9937745,2016,7,Beltrami,COMMERCIAL,1,18 years and under,M,13,86308,CPT/HCPCS,HETEROPHILE ANTIBODY SCREEN,235,Laboratory - Other,13,137,"$1,134.17 ",$87.24 ,$85.85 ,$89.31 ,$6.87 ,$0.00 ,"$1,044.86 ",$80.37 ,$85.71 
9941561,2016,7,Beltrami,COMMERCIAL,3,45 - 64 years,F,21,93325,CPT/HCPCS,DOPPLER COLOR FLOW ADD-ON,193,Ultrasound - Heart (echocardiogram) - Diagnostic,47,170,"$6,269.55 ",$298.55 ,$306.64 ,"$2,780.28 ",$132.39 ,$126.47 ,"$3,489.27 ",$166.15 ,$55.61 
9807683,2016,1,Aitkin,MEDICARE,4,65 - 74 years,M,36,84439,CPT/HCPCS,ASSAY OF FREE THYROXINE,233,Laboratory - Chemistry and hematology,57,429,$436.44 ,$12.12 ,$0.00 ,$415.87 ,$11.55 ,$0.00 ,$20.57 ,$0.57 ,$0.00 
9810155,2016,1,Aitkin,MEDICARE,5,75 years and older,F,29,94760,CPT/HCPCS,MEASURE BLOOD OXYGEN LEVEL,233,Laboratory - Chemistry and hematology,36,339,$174.75 ,$6.02 ,$0.00 ,$174.75 ,$6.02 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
9812747,2016,1,Aitkin,MEDICARE,5,75 years and older,M,263,G0463,CPT/HCPCS,HOS OP CLIN VISIT ASSESS & MGMT PT,300,Office/outpatient services - Office visits,"1,258","3,106","$63,643.58 ",$241.99 ,$140.07 ,"$51,787.09 ",$196.90 ,$102.40 ,"$11,856.49 ",$45.08 ,$20.79 
9814907,2016,3,Anoka,COMMERCIAL,1,18 years and under,F,65,99243,CPT/HCPCS,OFFICE CONSULTATION,303,Consultations,69,652,"$16,239.65 ",$249.84 ,$225.55 ,"$7,807.89 ",$120.12 ,$129.64 ,"$8,431.76 ",$129.71 ,$60.00 
9817667,2016,3,Anoka,COMMERCIAL,1,18 years and under,M,15,B4088,CPT/HCPCS,GASTROSTOMY/J-TUBE LOW-PROFILE EA,243,DME and supplies,67,172,"$15,809.96 ","$1,053.99 ",$611.88 ,"$14,599.17 ",$973.27 ,$457.42 ,"$1,210.79 ",$80.71 ,$42.98 
9819779,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,111,80047,CPT/HCPCS,METABOLIC PANEL IONIZED CA,233,Laboratory - Chemistry and hematology,133,"1,229","$2,670.14 ",$24.05 ,$12.91 ,"$1,981.04 ",$17.84 ,$12.58 ,$689.10 ,$6.20 ,$0.00 
9821339,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,14,C1726,CPT/HCPCS,CATHETER BALLOON DILAT NON-VASCULAR,243,DME and supplies,16,163,"$1,783.28 ",$127.37 ,$24.99 ,"$1,739.44 ",$124.24 ,$24.99 ,$43.84 ,$3.13 ,$0.00 
9824819,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,21,A7036,CPT/HCPCS,CHINSTRAP USE W/POS ARWAY PRSS DEVC,243,DME and supplies,23,249,$310.47 ,$14.78 ,$12.71 ,$163.37 ,$7.77 ,$8.72 ,$147.10 ,$7.00 ,$6.26 
9827651,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,13,80371,CPT/HCPCS,STIMULANTS SYNTHETIC,235,Laboratory - Other,20,133,$486.07 ,$37.39 ,$7.41 ,$434.64 ,$33.43 ,$7.41 ,$51.43 ,$3.95 ,$0.00 
9829595,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,27,J1756,CPT/HCPCS,INJECTION IRON SUCROSE 1 MG,240,"Medications (injections, infusions, other forms)",157,293,"$15,251.83 ",$564.88 ,$348.84 ,"$13,124.22 ",$486.08 ,$325.70 ,"$2,127.61 ",$78.80 ,$0.00 
9832259,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,157,83880,CPT/HCPCS,ASSAY OF NATRIURETIC PEPTIDE,233,Laboratory - Chemistry and hematology,217,"1,770","$15,656.82 ",$99.72 ,$69.29 ,"$13,212.21 ",$84.15 ,$60.26 ,"$2,444.61 ",$15.57 ,$0.00 
9833483,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,21,C1730,CPT/HCPCS,CATH EP DX OTH THAN 3D MAP 19/<,243,DME and supplies,22,238,"$18,624.97 ",$886.90 ,$800.88 ,"$18,624.97 ",$886.90 ,$800.88 ,$0.00 ,$0.00 ,$0.00 
9837995,2016,3,Anoka,COMMERCIAL,5,75 years and older,F,36,120,REV,Room-Board/Semi-pvt,50001,Room and board (non-nursery) services,65,384,"$140,169.11 ","$3,893.58 ",$836.28 ,"$129,226.81 ","$3,589.63 ",$481.97 ,"$10,942.30 ",$303.95 ,$0.00 
9841139,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,11,80299,CPT/HCPCS,QUANTITATIVE ASSAY DRUG,235,Laboratory - Other,16,127,$353.89 ,$32.17 ,$18.10 ,$353.89 ,$32.17 ,$18.10 ,$0.00 ,$0.00 ,$0.00 
9786630,2016,1,Aitkin,COMMERCIAL,2,19 - 44 years,M,12,90837,CPT/HCPCS,PSYTX W PT 60 MINUTES,218,"Psychological and psychiatric evaluation, therapy",55,123,"$7,467.44 ",$622.28 ,$156.14 ,"$3,430.77 ",$285.89 ,$77.99 ,"$4,036.67 ",$336.38 ,$72.89 
9792726,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,15,97112,CPT/HCPCS,NEUROMUSCULAR REEDUCATION,213,Physical/occupational/speech therapy - Exercises,159,172,"$7,053.66 ",$470.24 ,$220.05 ,"$7,053.66 ",$470.24 ,$220.05 ,$0.00 ,$0.00 ,$0.00 
9795342,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,19,96376,CPT/HCPCS,TX/PRO/DX INJ SAME DRUG ADON,231,Therapeutic procedures - Other,26,200,"$1,450.52 ",$76.34 ,$77.68 ,"$1,445.01 ",$76.05 ,$74.00 ,$5.51 ,$0.29 ,$0.00 
9798390,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,62,99203,CPT/HCPCS,OFFICE O/P NEW LOW 30-44 MIN,300,Office/outpatient services - Office visits,83,702,"$5,669.10 ",$91.43 ,$82.90 ,"$5,453.15 ",$87.95 ,$77.22 ,$215.95 ,$3.48 ,$0.00 
9804438,2016,1,Aitkin,MEDICARE,3,45 - 64 years,M,52,J7030,CPT/HCPCS,INFUS NORMAL SALINE SOL 1000 CC,240,"Medications (injections, infusions, other forms)",82,597,$320.11 ,$6.15 ,$0.00 ,$314.86 ,$6.05 ,$0.00 ,$5.25 ,$0.10 ,$0.00 
9807654,2016,1,Aitkin,MEDICARE,4,65 - 74 years,M,19,83970,CPT/HCPCS,ASSAY OF PARATHORMONE,233,Laboratory - Chemistry and hematology,28,208,$757.23 ,$39.85 ,$0.00 ,$757.23 ,$39.85 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
9810462,2016,1,Aitkin,MEDICARE,5,75 years and older,F,18,C1894,CPT/HCPCS,INTRDUCR/SHEATH NOT GUID NON-LASR,243,DME and supplies,27,216,$467.97 ,$25.99 ,$0.00 ,$467.65 ,$25.98 ,$0.00 ,$0.32 ,$0.01 ,$0.00 
9814974,2016,3,Anoka,COMMERCIAL,1,18 years and under,F,33,99480,CPT/HCPCS,IC INF PBW 2501-5000 G SUBSQ,305,Critical care services,150,241,"$36,028.11 ","$1,091.76 ",$548.46 ,"$31,593.87 ",$957.39 ,$389.94 ,"$4,434.24 ",$134.37 ,$0.00 
9817806,2016,3,Anoka,COMMERCIAL,1,18 years and under,M,24,H0046,CPT/HCPCS,MENTAL HEALTH SERVICES NOS,218,"Psychological and psychiatric evaluation, therapy",428,269,$241.53 ,$10.06 ,$0.00 ,$100.93 ,$4.20 ,$0.00 ,$140.60 ,$5.85 ,$0.00 
9819870,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,427,81002,CPT/HCPCS,URINALYSIS NONAUTO W/O SCOPE,200,Urinary system (nonoperative) measurements,516,"4,717","$2,123.02 ",$4.97 ,$3.91 ,"$1,530.72 ",$3.58 ,$3.91 ,$592.30 ,$1.38 ,$0.00 
9821070,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,24,99281,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,30,277,"$3,428.03 ",$142.83 ,$151.60 ,"$1,687.61 ",$70.31 ,$52.31 ,"$1,740.42 ",$72.51 ,$49.03 
9823542,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,18,80369,CPT/HCPCS,SKELETAL MUSCLE RELAXANT 1/2,235,Laboratory - Other,48,204,"$1,299.88 ",$72.21 ,$33.09 ,"$1,124.18 ",$62.45 ,$29.17 ,$175.70 ,$9.76 ,$0.00 
9825198,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,43,J2765,CPT/HCPCS,INJ METOCLOPRAMIDE HCL TO 10 MG,240,"Medications (injections, infusions, other forms)",43,477,$611.92 ,$14.23 ,$14.13 ,$535.51 ,$12.45 ,$13.47 ,$76.41 ,$1.77 ,$0.00 
9827670,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,12,81206,CPT/HCPCS,BCR/ABL1 GENE MAJOR BP,234,Pathology,17,116,"$7,218.30 ",$601.52 ,$450.26 ,"$6,032.40 ",$502.70 ,$221.67 ,"$1,185.90 ",$98.82 ,$0.00 
9828894,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,32,99495,CPT/HCPCS,TRANS CARE MGMT 14 DAY DISCH,245,Telehealth,34,379,"$12,577.51 ",$393.04 ,$400.69 ,"$12,003.17 ",$375.09 ,$397.98 ,$574.34 ,$17.94 ,$0.00 
9831702,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,23,72157,CPT/HCPCS,MRI CHEST SPINE W/O & W/DYE,198,MRI (magnetic resonance imaging),31,263,"$32,019.69 ","$1,392.16 ",$820.31 ,"$28,173.77 ","$1,224.94 ",$738.28 ,"$3,845.92 ",$167.21 ,$0.00 
9833574,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,16,E0431,CPT/HCPCS,PRTBLE GASEOUS O2 SYS RENTAL;,243,DME and supplies,89,155,"$2,116.17 ",$132.26 ,$54.48 ,"$1,351.51 ",$84.46 ,$27.69 ,$764.66 ,$47.79 ,$12.62 
9836718,2016,3,Anoka,COMMERCIAL,4,65 - 74 years,M,20,78452,CPT/HCPCS,HT MUSCLE IMAGE SPECT MULT,209,Radioisotope scan and function studies,38,238,"$34,979.50 ","$1,748.97 ","$1,947.63 ","$22,192.89 ","$1,109.64 ","$1,236.21 ","$12,786.61 ",$639.33 ,$0.00 
9841230,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,37,82150,CPT/HCPCS,ASSAY OF AMYLASE,233,Laboratory - Chemistry and hematology,39,423,$437.85 ,$11.83 ,$9.09 ,$437.85 ,$11.83 ,$9.09 ,$0.00 ,$0.00 ,$0.00 
9842238,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,15,A7016,CPT/HCPCS,DOME&MOUTHPECE W/SM VOL US NEBULIZR,243,DME and supplies,15,164,$87.05 ,$5.80 ,$7.72 ,$87.05 ,$5.80 ,$7.72 ,$0.00 ,$0.00 ,$0.00 
9844158,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,11,85660,CPT/HCPCS,RBC SICKLE CELL TEST,233,Laboratory - Chemistry and hematology,11,119,$137.74 ,$12.52 ,$7.66 ,$137.74 ,$12.52 ,$7.66 ,$0.00 ,$0.00 ,$0.00 
9846798,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,24,64450,CPT/HCPCS,NJX AA&/STRD OTHER PN/BRANCH,8,Nervous system procedures - Therapeutic (other),33,252,"$2,902.70 ",$120.94 ,$61.69 ,"$2,885.15 ",$120.21 ,$61.69 ,$17.55 ,$0.73 ,$0.00 
9848046,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,26,92370,CPT/HCPCS,REPAIR & ADJUST SPECTACLES,220,Ophthalmologic/otologic diagnosis and treatment,30,298,$531.44 ,$20.44 ,$18.98 ,$519.44 ,$19.97 ,$18.98 ,$12.00 ,$0.46 ,$0.00 
9850302,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,14,29881,CPT/HCPCS,KNEE ARTHROSCOPY/SURGERY,151,Knee - Excision of semilunar cartilage,28,126,"$23,833.53 ","$1,702.39 ","$1,388.46 ","$23,682.73 ","$1,691.62 ","$1,388.46 ",$150.80 ,$10.77 ,$0.00 
9852198,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,14,A4649,CPT/HCPCS,SURGICAL SUPPLY; MISCELLANEOUS,243,DME and supplies,38,138,"$1,608.43 ",$114.88 ,$26.34 ,"$1,608.43 ",$114.88 ,$26.34 ,$0.00 ,$0.00 ,$0.00 
9855630,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,93294,CPT/HCPCS,REM INTERROG EVL PM/LDLS PM,203,Electrographic cardiac monitoring,18,131,$286.24 ,$26.02 ,$22.13 ,$280.29 ,$25.48 ,$22.13 ,$5.95 ,$0.54 ,$0.00 
9858678,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,17,77427,CPT/HCPCS,RADIATION TX MANAGEMENT X5,211,Radiology - Therapeutic,75,180,"$8,459.97 ",$497.64 ,$485.40 ,"$8,059.97 ",$474.11 ,$485.40 ,$400.00 ,$23.52 ,$0.00 
9859782,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,16,99496,CPT/HCPCS,TRANS CARE MGMT 7 DAY DISCH,245,Telehealth,18,185,$677.00 ,$42.31 ,$13.43 ,$674.00 ,$42.12 ,$13.43 ,$3.00 ,$0.18 ,$0.00 
9813030,2016,1,Aitkin,MEDICARE,5,75 years and older,M,16,Q2038,CPT/HCPCS,FLU VACC SPLIT 3 YRS & > IM FLUZONE,228,Prophylactic vaccinations and inoculations,16,191,$202.75 ,$12.67 ,$6.44 ,$202.75 ,$12.67 ,$6.44 ,$0.00 ,$0.00 ,$0.00 
9815238,2016,3,Anoka,COMMERCIAL,1,18 years and under,F,41,J0561,CPT/HCPCS,INJECTION PCN G BENZ 100000 UNITS,240,"Medications (injections, infusions, other forms)",50,473,"$3,929.68 ",$95.84 ,$64.61 ,"$2,343.23 ",$57.15 ,$54.00 ,"$1,586.45 ",$38.69 ,$0.00 
9818310,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,149,306,REV,Bact-Micro Tests,50009,Laboratory and pathology services,168,"1,668","$24,478.95 ",$164.28 ,$60.18 ,"$24,011.87 ",$161.15 ,$57.73 ,$467.08 ,$3.13 ,$0.00 
9820110,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,154,83970,CPT/HCPCS,ASSAY OF PARATHORMONE,233,Laboratory - Chemistry and hematology,185,"1,761","$14,562.05 ",$94.55 ,$80.54 ,"$10,924.03 ",$70.93 ,$68.42 ,"$3,638.02 ",$23.62 ,$0.00 
9821310,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,20,A9541,CPT/HCPCS,TC-99M SULFUR COLL DX UP TO 20 MCI,243,DME and supplies,20,220,"$2,286.90 ",$114.34 ,$80.32 ,"$2,109.17 ",$105.45 ,$60.75 ,$177.73 ,$8.88 ,$0.00 
9823782,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,47,84156,CPT/HCPCS,ASSAY OF PROTEIN URINE,233,Laboratory - Chemistry and hematology,82,532,$848.95 ,$18.06 ,$7.43 ,$656.21 ,$13.96 ,$6.08 ,$192.74 ,$4.10 ,$0.49 
9825678,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,23,192,REV,Subacute/Level II,50001,Room and board (non-nursery) services,41,262,"$144,262.50 ","$6,272.28 ","$3,880.00 ","$144,262.50 ","$6,272.28 ","$3,880.00 ",$0.00 ,$0.00 ,$0.00 
9827910,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,44,83986,CPT/HCPCS,ASSAY PH BODY FLUID NOS,233,Laboratory - Chemistry and hematology,73,469,$635.30 ,$14.43 ,$7.39 ,$540.29 ,$12.27 ,$5.35 ,$95.01 ,$2.15 ,$0.00 
9829134,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,12,A9560,CPT/HCPCS,TC-99M LABELED RBC DX UP TO 30 MCI,243,DME and supplies,13,139,"$1,677.28 ",$139.77 ,$178.11 ,"$1,639.98 ",$136.66 ,$168.58 ,$37.30 ,$3.10 ,$0.00 
9832014,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,59,80354,CPT/HCPCS,DRUG SCREENING FENTANYL,235,Laboratory - Other,98,661,"$4,255.18 ",$72.12 ,$36.00 ,"$3,633.76 ",$61.58 ,$19.06 ,$621.42 ,$10.53 ,$0.00 
9833910,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,80,J2785,CPT/HCPCS,INJECTION REGADENOSON 0.1 MG,240,"Medications (injections, infusions, other forms)",80,908,"$20,416.81 ",$255.21 ,$270.37 ,"$18,507.24 ",$231.34 ,$256.62 ,"$1,909.57 ",$23.86 ,$0.00 
9837054,2016,3,Anoka,COMMERCIAL,4,65 - 74 years,M,15,90736,CPT/HCPCS,HZV VACCINE LIVE SUBQ,228,Prophylactic vaccinations and inoculations,15,176,"$3,094.91 ",$206.32 ,$201.20 ,"$3,094.91 ",$206.32 ,$201.20 ,$0.00 ,$0.00 ,$0.00 
9841350,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,56,84100,CPT/HCPCS,ASSAY OF PHOSPHORUS,233,Laboratory - Chemistry and hematology,91,633,$563.28 ,$10.05 ,$6.20 ,$563.28 ,$10.05 ,$6.20 ,$0.00 ,$0.00 ,$0.00 
9842454,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,18,H2036,CPT/HCPCS,ALCOHOL &OR OTH DRUG TX PROGM-DIEM,219,"Alcohol and drug management, treatment, and rehab.",160,205,"$119,476.00 ","$6,637.55 ","$3,983.25 ","$119,476.00 ","$6,637.55 ","$3,983.25 ",$0.00 ,$0.00 ,$0.00 
9844422,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,109,90698,CPT/HCPCS,DTAP-IPV/HIB VACCINE IM,228,Prophylactic vaccinations and inoculations,170,978,$210.11 ,$1.92 ,$0.00 ,$210.11 ,$1.92 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
9847014,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,47,73221,CPT/HCPCS,MRI JOINT UPR EXTREM W/O DYE,198,MRI (magnetic resonance imaging),64,526,"$8,285.58 ",$176.28 ,$151.54 ,"$8,135.58 ",$173.09 ,$151.54 ,$150.00 ,$3.19 ,$0.00 
9848310,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,22,97032,CPT/HCPCS,ELECTRICAL STIMULATION,213,Physical/occupational/speech therapy - Exercises,30,258,$172.49 ,$7.84 ,$9.50 ,$168.32 ,$7.65 ,$9.50 ,$4.17 ,$0.18 ,$0.00 
9851094,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,87,80353,CPT/HCPCS,DRUG SCREENING COCAINE,235,Laboratory - Other,307,956,"$7,172.45 ",$82.44 ,$28.87 ,"$7,172.45 ",$82.44 ,$28.87 ,$0.00 ,$0.00 ,$0.00 
9852798,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,37,J2930,CPT/HCPCS,INJ METHYLPRDNISLN SODIM  TO 125 MG,240,"Medications (injections, infusions, other forms)",53,383,$487.35 ,$13.17 ,$5.88 ,$484.40 ,$13.09 ,$5.88 ,$2.95 ,$0.07 ,$0.00 
9855870,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,331,99205,CPT/HCPCS,OFFICE O/P NEW HI 60-74 MIN,300,Office/outpatient services - Office visits,383,"3,788","$45,273.75 ",$136.77 ,$145.40 ,"$44,120.67 ",$133.29 ,$143.85 ,"$1,153.08 ",$3.48 ,$0.00 
9858846,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,188,82248,CPT/HCPCS,BILIRUBIN DIRECT,233,Laboratory - Chemistry and hematology,249,"2,063","$1,114.58 ",$5.92 ,$6.55 ,"$1,112.13 ",$5.91 ,$6.55 ,$2.45 ,$0.01 ,$0.00 
9821024,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,104,99140,CPT/HCPCS,EMERGENCY ANESTHESIA,232,Anesthesia,173,"1,190","$21,295.84 ",$204.76 ,$216.00 ,"$17,980.63 ",$172.89 ,$189.83 ,"$3,315.21 ",$31.87 ,$0.00 
9823880,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,43,85730,CPT/HCPCS,THROMBOPLASTIN TIME PARTIAL,233,Laboratory - Chemistry and hematology,57,510,"$1,619.02 ",$37.65 ,$23.11 ,"$1,378.39 ",$32.05 ,$18.16 ,$240.63 ,$5.59 ,$0.00 
9825512,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,13,V2100,CPT/HCPCS,SPHER 1 VISN PLANO +/- 4.00-LENS,241,Visual aids and other optical supplies,16,131,"$1,771.46 ",$136.26 ,$124.98 ,"$1,659.35 ",$127.64 ,$124.98 ,$112.11 ,$8.62 ,$0.00 
9827648,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,56,80368,CPT/HCPCS,SEDATIVE HYPNOTICS,235,Laboratory - Other,67,635,"$1,430.26 ",$25.54 ,$10.33 ,"$1,169.06 ",$20.87 ,$1.00 ,$261.20 ,$4.66 ,$0.00 
9828848,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,17,99305,CPT/HCPCS,NURSING FACILITY CARE INIT,236,"Non-hospital-based care (home health, hospice)",18,183,"$5,370.30 ",$315.90 ,$326.81 ,"$4,634.64 ",$272.62 ,$326.81 ,$735.66 ,$43.27 ,$0.00 
9832016,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,33,80356,CPT/HCPCS,HEROIN METABOLITE,235,Laboratory - Other,57,367,"$2,791.48 ",$84.59 ,$53.00 ,"$2,443.73 ",$74.05 ,$52.21 ,$347.75 ,$10.53 ,$0.00 
9833720,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,70,G0480,CPT/HCPCS,DR TST DEFIN DR ID M P D 1-7 DR CL,235,Laboratory - Other,92,746,"$6,855.69 ",$97.93 ,$63.30 ,"$4,200.92 ",$60.01 ,$28.14 ,"$2,654.77 ",$37.92 ,$0.00 
9837920,2016,3,Anoka,COMMERCIAL,4,65 - 74 years,M,63,Q9967,CPT/HCPCS,LOCM 300-399 MG/ML I CONC PER ML,243,DME and supplies,95,748,"$2,740.89 ",$43.50 ,$17.79 ,"$2,442.52 ",$38.77 ,$15.74 ,$298.37 ,$4.73 ,$0.00 
9842048,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,141,99244,CPT/HCPCS,OFFICE CONSULTATION,303,Consultations,145,"1,595","$18,395.92 ",$130.46 ,$123.98 ,"$17,969.04 ",$127.44 ,$123.98 ,$426.88 ,$3.02 ,$0.00 
9844112,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,15,84550,CPT/HCPCS,ASSAY OF BLOOD/URIC ACID,233,Laboratory - Chemistry and hematology,24,174,$126.49 ,$8.43 ,$6.10 ,$126.49 ,$8.43 ,$6.10 ,$0.00 ,$0.00 ,$0.00 
9846584,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,54,51798,CPT/HCPCS,US URINE CAPACITY MEASURE,200,Urinary system (nonoperative) measurements,62,611,"$1,571.97 ",$29.11 ,$12.06 ,"$1,467.32 ",$27.17 ,$11.69 ,$104.65 ,$1.93 ,$0.00 
9848240,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,30,95911,CPT/HCPCS,NRV CNDJ TEST 9-10 STUDIES,7,Nervous system procedures - Diagnostic (other),30,341,"$4,154.73 ",$138.49 ,$148.58 ,"$4,136.78 ",$137.89 ,$148.58 ,$17.95 ,$0.59 ,$0.00 
9850712,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,15,64493,CPT/HCPCS,INJ PARAVERT F JNT L/S 1 LEV,8,Nervous system procedures - Therapeutic (other),35,165,"$8,456.08 ",$563.73 ,$326.43 ,"$8,424.39 ",$561.62 ,$326.43 ,$31.69 ,$2.11 ,$0.00 
9852752,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,28,J1644,CPT/HCPCS,INJ HEPARIN SODIUM PER 1000 UNITS,240,"Medications (injections, infusions, other forms)",113,321,$112.79 ,$4.02 ,$0.00 ,$112.79 ,$4.02 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
9855080,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,112,84100,CPT/HCPCS,ASSAY OF PHOSPHORUS,233,Laboratory - Chemistry and hematology,285,"1,287","$1,399.59 ",$12.49 ,$0.31 ,"$1,399.59 ",$12.49 ,$0.31 ,$0.00 ,$0.00 ,$0.00 
